Open Time,Open,High,Low,Close,Volume
2024-09-20 00:00:00,62948.00000000,63010.00000000,62947.99000000,62970.24000000,33.68305000
2024-09-20 00:03:00,62970.25000000,62970.25000000,62894.00000000,62929.78000000,54.78503000
2024-09-20 00:06:00,62929.77000000,62950.00000000,62854.01000000,62857.01000000,49.64097000
2024-09-20 00:09:00,62857.01000000,62912.13000000,62857.00000000,62880.01000000,21.93425000
2024-09-20 00:12:00,62880.00000000,62897.43000000,62831.20000000,62897.43000000,34.64617000
2024-09-20 00:15:00,62897.42000000,62914.53000000,62832.00000000,62832.01000000,24.66349000
2024-09-20 00:18:00,62832.00000000,62868.00000000,62828.84000000,62857.00000000,28.93635000
2024-09-20 00:21:00,62856.99000000,62874.00000000,62826.18000000,62860.00000000,18.19508000
2024-09-20 00:24:00,62859.99000000,62868.00000000,62823.52000000,62867.99000000,20.12774000
2024-09-20 00:27:00,62867.99000000,62871.83000000,62773.24000000,62786.50000000,36.23120000
2024-09-20 00:30:00,62786.50000000,62818.00000000,62763.98000000,62763.98000000,70.89772000
2024-09-20 00:33:00,62763.98000000,62763.99000000,62663.72000000,62699.94000000,99.85808000
2024-09-20 00:36:00,62699.95000000,62743.03000000,62698.00000000,62726.86000000,37.53341000
2024-09-20 00:39:00,62726.86000000,62864.00000000,62725.99000000,62838.00000000,36.36045000
2024-09-20 00:42:00,62838.00000000,62865.84000000,62832.00000000,62860.00000000,7.42367000
2024-09-20 00:45:00,62860.00000000,62936.48000000,62838.00000000,62936.47000000,23.76392000
2024-09-20 00:48:00,62936.47000000,62936.48000000,62894.00000000,62894.00000000,48.07807000
2024-09-20 00:51:00,62894.00000000,62894.00000000,62828.00000000,62841.99000000,66.19204000
2024-09-20 00:54:00,62841.99000000,62890.00000000,62839.88000000,62839.88000000,36.35899000
2024-09-20 00:57:00,62839.88000000,62839.89000000,62752.36000000,62756.40000000,55.09798000
2024-09-20 01:00:00,62756.39000000,62776.00000000,62710.28000000,62710.28000000,43.22909000
2024-09-20 01:03:00,62710.28000000,62740.00000000,62672.00000000,62672.42000000,58.71699000
2024-09-20 01:06:00,62672.43000000,62680.00000000,62606.00000000,62628.17000000,57.62722000
2024-09-20 01:09:00,62628.17000000,62700.00000000,62616.00000000,62699.99000000,60.13287000
2024-09-20 01:12:00,62700.00000000,62784.55000000,62663.62000000,62709.30000000,86.83381000
2024-09-20 01:15:00,62709.29000000,62806.25000000,62695.12000000,62806.25000000,49.34405000
2024-09-20 01:18:00,62806.25000000,62813.99000000,62764.01000000,62771.00000000,33.99244000
2024-09-20 01:21:00,62770.99000000,62808.00000000,62730.00000000,62730.00000000,19.52997000
2024-09-20 01:24:00,62730.00000000,62791.99000000,62696.00000000,62774.00000000,33.72037000
2024-09-20 01:27:00,62774.01000000,62858.18000000,62774.01000000,62835.99000000,38.32126000
2024-09-20 01:30:00,62835.98000000,62956.00000000,62835.98000000,62956.00000000,24.87538000
2024-09-20 01:33:00,62955.99000000,63020.25000000,62951.98000000,62996.01000000,134.75552000
2024-09-20 01:36:00,62996.01000000,62996.01000000,62934.01000000,62942.01000000,32.39236000
2024-09-20 01:39:00,62942.00000000,62949.97000000,62920.00000000,62949.97000000,15.33603000
2024-09-20 01:42:00,62949.97000000,62974.00000000,62946.82000000,62959.61000000,19.14969000
2024-09-20 01:45:00,62959.61000000,63046.00000000,62959.61000000,63045.99000000,56.86126000
2024-09-20 01:48:00,63046.00000000,63059.18000000,62972.02000000,63002.00000000,32.16011000
2024-09-20 01:51:00,63001.99000000,63003.55000000,62984.00000000,63003.52000000,19.13982000
2024-09-20 01:54:00,63003.53000000,63184.54000000,63000.00000000,63064.00000000,138.11939000
2024-09-20 01:57:00,63064.01000000,63097.98000000,62981.57000000,63037.99000000,80.63624000
2024-09-20 02:00:00,63037.99000000,63105.99000000,63026.00000000,63096.57000000,22.83495000
2024-09-20 02:03:00,63096.57000000,63125.01000000,62996.00000000,63028.00000000,41.94147000
2024-09-20 02:06:00,63027.99000000,63028.37000000,62980.00000000,62980.11000000,21.36533000
2024-09-20 02:09:00,62980.11000000,62996.00000000,62957.29000000,62990.91000000,23.94329000
2024-09-20 02:12:00,62990.90000000,63002.00000000,62958.04000000,62963.16000000,17.58616000
2024-09-20 02:15:00,62963.17000000,63000.00000000,62958.01000000,62985.27000000,13.71222000
2024-09-20 02:18:00,62985.27000000,62985.28000000,62895.60000000,62895.60000000,23.57431000
2024-09-20 02:21:00,62895.60000000,62905.41000000,62820.00000000,62825.99000000,54.70607000
2024-09-20 02:24:00,62825.99000000,62892.54000000,62819.85000000,62890.03000000,25.80573000
2024-09-20 02:27:00,62890.03000000,62960.00000000,62890.02000000,62928.35000000,26.16315000
