Open Time,Open,High,Low,Close,Volume
2024-09-20 00:00:00,1.37940000,1.39020000,1.37940000,1.38890000,525938.20000000
2024-09-20 00:03:00,1.38890000,1.38960000,1.37960000,1.38630000,415738.40000000
2024-09-20 00:06:00,1.38660000,1.38690000,1.37420000,1.37470000,346790.70000000
2024-09-20 00:09:00,1.37470000,1.37770000,1.37160000,1.37260000,395319.90000000
2024-09-20 00:12:00,1.37250000,1.37330000,1.36640000,1.37100000,297021.20000000
2024-09-20 00:15:00,1.37090000,1.37940000,1.36930000,1.37830000,239749.80000000
2024-09-20 00:18:00,1.37820000,1.37950000,1.37390000,1.37620000,202881.80000000
2024-09-20 00:21:00,1.37620000,1.37900000,1.37220000,1.37830000,294553.10000000
2024-09-20 00:24:00,1.37840000,1.37960000,1.37560000,1.37760000,433066.20000000
2024-09-20 00:27:00,1.37770000,1.37910000,1.37100000,1.37780000,314653.50000000
2024-09-20 00:30:00,1.37770000,1.38430000,1.37590000,1.38370000,336128.40000000
2024-09-20 00:33:00,1.38390000,1.39680000,1.38390000,1.38760000,750994.80000000
2024-09-20 00:36:00,1.38710000,1.39090000,1.38420000,1.38740000,478290.90000000
2024-09-20 00:39:00,1.38730000,1.39360000,1.38310000,1.39170000,475967.60000000
2024-09-20 00:42:00,1.39160000,1.39250000,1.38650000,1.38850000,250748.70000000
2024-09-20 00:45:00,1.38840000,1.38880000,1.38380000,1.38880000,299646.40000000
2024-09-20 00:48:00,1.38870000,1.39220000,1.38520000,1.38850000,301593.10000000
2024-09-20 00:51:00,1.38860000,1.38900000,1.38360000,1.38620000,180772.20000000
2024-09-20 00:54:00,1.38610000,1.38960000,1.38090000,1.38150000,265498.00000000
2024-09-20 00:57:00,1.38160000,1.38370000,1.37930000,1.38340000,155280.90000000
2024-09-20 01:00:00,1.38340000,1.38360000,1.37180000,1.37220000,152050.90000000
2024-09-20 01:03:00,1.37210000,1.37300000,1.35430000,1.35810000,814441.00000000
2024-09-20 01:06:00,1.35800000,1.35940000,1.34830000,1.35780000,936385.80000000
2024-09-20 01:09:00,1.35800000,1.36060000,1.35180000,1.35320000,356069.70000000
2024-09-20 01:12:00,1.35290000,1.35800000,1.35030000,1.35410000,290413.80000000
2024-09-20 01:15:00,1.35380000,1.36360000,1.35180000,1.36340000,265378.50000000
2024-09-20 01:18:00,1.36360000,1.36560000,1.35760000,1.35970000,282202.80000000
2024-09-20 01:21:00,1.35980000,1.36150000,1.35600000,1.35760000,237771.10000000
2024-09-20 01:24:00,1.35720000,1.36010000,1.35410000,1.35680000,234015.40000000
2024-09-20 01:27:00,1.35720000,1.36170000,1.35510000,1.35630000,235013.70000000
2024-09-20 01:30:00,1.35650000,1.36530000,1.35650000,1.36510000,219538.70000000
2024-09-20 01:33:00,1.36530000,1.38380000,1.36460000,1.38320000,600493.60000000
2024-09-20 01:36:00,1.38290000,1.38630000,1.37860000,1.38460000,322628.00000000
2024-09-20 01:39:00,1.38460000,1.38520000,1.37800000,1.38100000,253542.70000000
2024-09-20 01:42:00,1.38100000,1.38420000,1.37860000,1.38420000,166161.70000000
